configLine, inputFile, /home/rafael/Documents/Robotics Documentation/VisionTesting/Gate/gate3.avi, entity, pathBase, visObj, path, 
frame, time, found, orientation, centerPointX, centerPointY
169, 0.0123519897461, False, 0.0, 0, 0
170, 0.0129909515381, False, 0.0, 0, 0
171, 0.0121421813965, False, 0.0, 0, 0
172, 0.0127749443054, False, 0.0, 0, 0
173, 0.0140540599823, False, 0.0, 0, 0
174, 0.0130751132965, False, 0.0, 0, 0
175, 0.0126760005951, False, 0.0, 0, 0
176, 0.0125951766968, False, 0.0, 0, 0
177, 0.0127069950104, False, 0.0, 0, 0
178, 0.0124249458313, False, 0.0, 0, 0
179, 0.0129110813141, False, 0.0, 0, 0
180, 0.012894153595, False, 0.0, 0, 0
181, 0.0122051239014, False, 0.0, 0, 0
182, 0.0122179985046, False, 0.0, 0, 0
183, 0.0127789974213, False, 0.0, 0, 0
184, 0.0124309062958, False, 0.0, 0, 0
185, 0.0123851299286, False, 0.0, 0, 0
186, 0.0131509304047, False, 0.0, 0, 0
187, 0.0129098892212, False, 0.0, 0, 0
188, 0.0123481750488, False, 0.0, 0, 0
189, 0.0121939182281, False, 0.0, 0, 0
190, 0.0124878883362, False, 0.0, 0, 0
191, 0.0125641822815, False, 0.0, 0, 0
192, 0.0129988193512, False, 0.0, 0, 0
193, 0.0124940872192, False, 0.0, 0, 0
194, 0.0128860473633, False, 0.0, 0, 0
195, 0.0121772289276, False, 0.0, 0, 0
196, 0.0126328468323, False, 0.0, 0, 0
197, 0.0127608776093, False, 0.0, 0, 0
198, 0.012521982193, False, 0.0, 0, 0
199, 0.0124471187592, False, 0.0, 0, 0
200, 0.0123422145844, False, 0.0, 0, 0
201, 0.0133039951324, False, 0.0, 0, 0
202, 0.012540102005, False, 0.0, 0, 0
203, 0.0120639801025, False, 0.0, 0, 0
204, 0.0125358104706, False, 0.0, 0, 0
205, 0.0130159854889, False, 0.0, 0, 0
206, 0.012079000473, False, 0.0, 0, 0
207, 0.0127909183502, False, 0.0, 0, 0
208, 0.0130040645599, False, 0.0, 0, 0
209, 0.0121018886566, False, 0.0, 0, 0
210, 0.0127799510956, False, 0.0, 0, 0
211, 0.0131938457489, False, 0.0, 0, 0
212, 0.012669801712, False, 0.0, 0, 0
213, 0.0138590335846, False, 0.0, 0, 0
214, 0.0134038925171, False, 0.0, 0, 0
215, 0.0135889053345, False, 0.0, 0, 0
216, 0.0129640102386, False, 0.0, 0, 0
217, 0.0126152038574, False, 0.0, 0, 0
218, 0.0125329494476, False, 0.0, 0, 0
219, 0.0124251842499, False, 0.0, 0, 0
220, 0.01291680336, False, 0.0, 0, 0
221, 0.0129570960999, False, 0.0, 0, 0
222, 0.012482881546, False, 0.0, 0, 0
223, 0.0132830142975, False, 0.0, 0, 0
224, 0.0127780437469, False, 0.0, 0, 0
225, 0.0121569633484, False, 0.0, 0, 0
226, 0.012687921524, False, 0.0, 0, 0
227, 0.0131440162659, False, 0.0, 0, 0
228, 0.0137548446655, False, 0.0, 0, 0
229, 0.0127818584442, False, 0.0, 0, 0
230, 0.0126941204071, False, 0.0, 0, 0
231, 0.0128808021545, False, 0.0, 0, 0
232, 0.0130891799927, False, 0.0, 0, 0
233, 0.0129301548004, False, 0.0, 0, 0
234, 0.0128078460693, False, 0.0, 0, 0
235, 0.0123481750488, False, 0.0, 0, 0
236, 0.0121819972992, False, 0.0, 0, 0
237, 0.0120451450348, False, 0.0, 0, 0
238, 0.0130870342255, False, 0.0, 0, 0
239, 0.0130021572113, False, 0.0, 0, 0
240, 0.0131750106812, False, 0.0, 0, 0
241, 0.0127680301666, False, 0.0, 0, 0
242, 0.0123291015625, False, 0.0, 0, 0
243, 0.0134768486023, False, 0.0, 0, 0
244, 0.0132300853729, False, 0.0, 0, 0
245, 0.0129420757294, False, 0.0, 0, 0
246, 0.0125770568848, False, 0.0, 0, 0
247, 0.0122961997986, False, 0.0, 0, 0
248, 0.0130269527435, False, 0.0, 0, 0
249, 0.0137560367584, False, 0.0, 0, 0
250, 0.0124781131744, False, 0.0, 0, 0
251, 0.0125799179077, False, 0.0, 0, 0
252, 0.0124261379242, False, 0.0, 0, 0
253, 0.0123059749603, False, 0.0, 0, 0
254, 0.0128500461578, False, 0.0, 0, 0
255, 0.0124878883362, False, 0.0, 0, 0
256, 0.0130701065063, False, 0.0, 0, 0
257, 0.013011932373, False, 0.0, 0, 0
258, 0.0127959251404, False, 0.0, 0, 0
259, 0.0127158164978, False, 0.0, 0, 0
260, 0.0132720470428, False, 0.0, 0, 0
261, 0.0127890110016, False, 0.0, 0, 0
262, 0.0129570960999, False, 0.0, 0, 0
263, 0.0128791332245, False, 0.0, 0, 0
264, 0.0119941234589, False, 0.0, 0, 0
265, 0.0120539665222, False, 0.0, 0, 0
266, 0.0126810073853, False, 0.0, 0, 0
267, 0.0124990940094, False, 0.0, 0, 0
268, 0.0120987892151, False, 0.0, 0, 0
269, 0.0126340389252, False, 0.0, 0, 0
270, 0.0130009651184, False, 0.0, 0, 0
271, 0.0131740570068, False, 0.0, 0, 0
272, 0.0129899978638, False, 0.0, 0, 0
273, 0.0124409198761, False, 0.0, 0, 0
274, 0.0121049880981, False, 0.0, 0, 0
275, 0.012549161911, False, 0.0, 0, 0
276, 0.0130069255829, False, 0.0, 0, 0
277, 0.0128841400146, False, 0.0, 0, 0
278, 0.0123031139374, False, 0.0, 0, 0
279, 0.0132369995117, False, 0.0, 0, 0
280, 0.0133287906647, False, 0.0, 0, 0
281, 0.0122890472412, False, 0.0, 0, 0
282, 0.0126719474792, False, 0.0, 0, 0
283, 0.01251912117, False, 0.0, 0, 0
284, 0.0122220516205, False, 0.0, 0, 0
285, 0.0125770568848, False, 0.0, 0, 0
286, 0.0126478672028, False, 0.0, 0, 0
287, 0.0128018856049, False, 0.0, 0, 0
288, 0.0131819248199, False, 0.0, 0, 0
289, 0.0131459236145, False, 0.0, 0, 0
290, 0.0126299858093, False, 0.0, 0, 0
291, 0.0125391483307, False, 0.0, 0, 0
292, 0.0128719806671, False, 0.0, 0, 0
293, 0.0128650665283, False, 0.0, 0, 0
294, 0.0126819610596, False, 0.0, 0, 0
295, 0.0130689144135, False, 0.0, 0, 0
296, 0.0133459568024, False, 0.0, 0, 0
297, 0.0124230384827, False, 0.0, 0, 0
298, 0.0130460262299, False, 0.0, 0, 0
299, 0.0127329826355, False, 0.0, 0, 0
300, 0.0128750801086, False, 0.0, 0, 0
301, 0.0122451782227, False, 0.0, 0, 0
302, 0.0131769180298, False, 0.0, 0, 0
303, 0.0156559944153, False, 0.0, 0, 0
304, 0.0123419761658, False, 0.0, 0, 0
305, 0.0129928588867, False, 0.0, 0, 0
306, 0.0131421089172, False, 0.0, 0, 0
307, 0.0128319263458, False, 0.0, 0, 0
308, 0.0120489597321, False, 0.0, 0, 0
309, 0.012316942215, False, 0.0, 0, 0
310, 0.0126700401306, False, 0.0, 0, 0
311, 0.0128939151764, False, 0.0, 0, 0
312, 0.0121409893036, False, 0.0, 0, 0
313, 0.0120949745178, False, 0.0, 0, 0
314, 0.0126152038574, False, 0.0, 0, 0
315, 0.0134980678558, False, 0.0, 0, 0
316, 0.0128238201141, False, 0.0, 0, 0
317, 0.0124759674072, False, 0.0, 0, 0
318, 0.0124621391296, False, 0.0, 0, 0
319, 0.0120658874512, False, 0.0, 0, 0
320, 0.0125539302826, False, 0.0, 0, 0
321, 0.0125799179077, False, 0.0, 0, 0
322, 0.0128729343414, False, 0.0, 0, 0
323, 0.013167142868, False, 0.0, 0, 0
324, 0.0129849910736, False, 0.0, 0, 0
325, 0.0124278068542, False, 0.0, 0, 0
326, 0.012610912323, False, 0.0, 0, 0
327, 0.01265001297, False, 0.0, 0, 0
328, 0.0121788978577, False, 0.0, 0, 0
329, 0.012246131897, False, 0.0, 0, 0
330, 0.012669801712, False, 0.0, 0, 0
331, 0.0128679275513, False, 0.0, 0, 0
332, 0.0130560398102, False, 0.0, 0, 0
333, 0.0126140117645, False, 0.0, 0, 0
334, 0.0151379108429, False, 0.0, 0, 0
335, 0.0123391151428, False, 0.0, 0, 0
336, 0.0130839347839, False, 0.0, 0, 0
337, 0.0120248794556, False, 0.0, 0, 0
338, 0.0123460292816, False, 0.0, 0, 0
339, 0.0131330490112, False, 0.0, 0, 0
340, 0.0128889083862, False, 0.0, 0, 0
341, 0.0122179985046, False, 0.0, 0, 0
342, 0.0127258300781, False, 0.0, 0, 0
343, 0.0131800174713, False, 0.0, 0, 0
344, 0.0128698348999, False, 0.0, 0, 0
345, 0.0126791000366, False, 0.0, 0, 0
346, 0.0131402015686, False, 0.0, 0, 0
347, 0.0126368999481, False, 0.0, 0, 0
348, 0.0124289989471, False, 0.0, 0, 0
349, 0.0131030082703, False, 0.0, 0, 0
350, 0.0123641490936, False, 0.0, 0, 0
351, 0.0137810707092, False, 0.0, 0, 0
352, 0.0123038291931, False, 0.0, 0, 0
353, 0.0123708248138, False, 0.0, 0, 0
354, 0.0124228000641, False, 0.0, 0, 0
355, 0.0129079818726, False, 0.0, 0, 0
356, 0.0127229690552, False, 0.0, 0, 0
357, 0.0127468109131, False, 0.0, 0, 0
358, 0.0129148960114, False, 0.0, 0, 0
359, 0.012274980545, False, 0.0, 0, 0
360, 0.0130488872528, False, 0.0, 0, 0
361, 0.0130789279938, False, 0.0, 0, 0
362, 0.0128359794617, False, 0.0, 0, 0
363, 0.0121560096741, False, 0.0, 0, 0
364, 0.0130560398102, False, 0.0, 0, 0
365, 0.0121240615845, False, 0.0, 0, 0
366, 0.0124731063843, False, 0.0, 0, 0
367, 0.0131669044495, False, 0.0, 0, 0
368, 0.0131189823151, False, 0.0, 0, 0
369, 0.0155038833618, False, 0.0, 0, 0
370, 0.0125999450684, False, 0.0, 0, 0
371, 0.0129170417786, False, 0.0, 0, 0
372, 0.0129570960999, False, 0.0, 0, 0
373, 0.0166280269623, False, 0.0, 0, 0
374, 0.0121831893921, False, 0.0, 0, 0
375, 0.0126659870148, False, 0.0, 0, 0
376, 0.0130171775818, False, 0.0, 0, 0
377, 0.0124380588531, False, 0.0, 0, 0
378, 0.0127000808716, False, 0.0, 0, 0
379, 0.0132501125336, False, 0.0, 0, 0
380, 0.0133180618286, False, 0.0, 0, 0
381, 0.0126419067383, False, 0.0, 0, 0
382, 0.0126979351044, False, 0.0, 0, 0
383, 0.012284040451, False, 0.0, 0, 0
384, 0.0126960277557, False, 0.0, 0, 0
385, 0.0127699375153, False, 0.0, 0, 0
386, 0.0122129917145, False, 0.0, 0, 0
387, 0.0119919776917, False, 0.0, 0, 0
388, 0.0131149291992, False, 0.0, 0, 0
389, 0.0120568275452, False, 0.0, 0, 0
390, 0.0134439468384, False, 0.0, 0, 0
391, 0.0124390125275, False, 0.0, 0, 0
392, 0.0125670433044, False, 0.0, 0, 0
393, 0.0153450965881, False, 0.0, 0, 0
394, 0.0122768878937, False, 0.0, 0, 0
395, 0.0119919776917, False, 0.0, 0, 0
396, 0.0122330188751, False, 0.0, 0, 0
397, 0.0130891799927, False, 0.0, 0, 0
398, 0.0130710601807, False, 0.0, 0, 0
399, 0.0126028060913, False, 0.0, 0, 0
400, 0.0127160549164, False, 0.0, 0, 0
401, 0.0129389762878, False, 0.0, 0, 0
402, 0.0131649971008, False, 0.0, 0, 0
403, 0.0126581192017, False, 0.0, 0, 0
404, 0.0121169090271, False, 0.0, 0, 0
405, 0.0122320652008, False, 0.0, 0, 0
406, 0.0128009319305, False, 0.0, 0, 0
407, 0.0130209922791, False, 0.0, 0, 0
408, 0.0132970809937, False, 0.0, 0, 0
409, 0.0132269859314, False, 0.0, 0, 0
410, 0.013307094574, False, 0.0, 0, 0
411, 0.0133509635925, False, 0.0, 0, 0
412, 0.0144188404083, False, 0.0, 0, 0
413, 0.0123388767242, False, 0.0, 0, 0
414, 0.0131320953369, False, 0.0, 0, 0
415, 0.0131659507751, False, 0.0, 0, 0
416, 0.0131590366364, False, 0.0, 0, 0
417, 0.0122919082642, False, 0.0, 0, 0
418, 0.0124568939209, False, 0.0, 0, 0
419, 0.0132260322571, False, 0.0, 0, 0
420, 0.0130658149719, False, 0.0, 0, 0
421, 0.0123839378357, False, 0.0, 0, 0
422, 0.0129039287567, False, 0.0, 0, 0
423, 0.0122199058533, False, 0.0, 0, 0
424, 0.0133759975433, False, 0.0, 0, 0
425, 0.0123229026794, False, 0.0, 0, 0
426, 0.0125739574432, False, 0.0, 0, 0
427, 0.0124480724335, False, 0.0, 0, 0
428, 0.0120851993561, False, 0.0, 0, 0
429, 0.0123901367188, False, 0.0, 0, 0
430, 0.0127429962158, False, 0.0, 0, 0
431, 0.0128910541534, False, 0.0, 0, 0
432, 0.0122759342194, False, 0.0, 0, 0
433, 0.012081861496, False, 0.0, 0, 0
434, 0.0120470523834, False, 0.0, 0, 0
435, 0.0120980739594, False, 0.0, 0, 0
436, 0.0124590396881, False, 0.0, 0, 0
437, 0.0121071338654, False, 0.0, 0, 0
438, 0.0119919776917, False, 0.0, 0, 0
439, 0.0126368999481, False, 0.0, 0, 0
440, 0.0121750831604, False, 0.0, 0, 0
441, 0.0120899677277, False, 0.0, 0, 0
442, 0.0126640796661, False, 0.0, 0, 0
443, 0.0123188495636, False, 0.0, 0, 0
444, 0.0132129192352, False, 0.0, 0, 0
445, 0.0121388435364, False, 0.0, 0, 0
446, 0.0129377841949, False, 0.0, 0, 0
447, 0.0132222175598, False, 0.0, 0, 0
448, 0.0122630596161, False, 0.0, 0, 0
449, 0.0130970478058, False, 0.0, 0, 0
450, 0.0127310752869, False, 0.0, 0, 0
451, 0.0122430324554, False, 0.0, 0, 0
452, 0.0126979351044, False, 0.0, 0, 0
453, 0.0129342079163, False, 0.0, 0, 0
454, 0.0126678943634, False, 0.0, 0, 0
455, 0.0126810073853, False, 0.0, 0, 0
456, 0.0128579139709, False, 0.0, 0, 0
457, 0.0128140449524, False, 0.0, 0, 0
458, 0.0127508640289, False, 0.0, 0, 0
459, 0.0126779079437, False, 0.0, 0, 0
460, 0.014858007431, False, 0.0, 0, 0
461, 0.0129928588867, False, 0.0, 0, 0
462, 0.0126430988312, False, 0.0, 0, 0
463, 0.0124349594116, False, 0.0, 0, 0
464, 0.0124230384827, False, 0.0, 0, 0
465, 0.0129120349884, False, 0.0, 0, 0
466, 0.0128190517426, False, 0.0, 0, 0
467, 0.0121259689331, False, 0.0, 0, 0
468, 0.0125091075897, False, 0.0, 0, 0
469, 0.0126111507416, False, 0.0, 0, 0
470, 0.0130970478058, False, 0.0, 0, 0
471, 0.0120840072632, False, 0.0, 0, 0
472, 0.012421131134, False, 0.0, 0, 0
473, 0.0126729011536, False, 0.0, 0, 0
474, 0.0126180648804, False, 0.0, 0, 0
475, 0.0128738880157, False, 0.0, 0, 0
476, 0.0131030082703, False, 0.0, 0, 0
477, 0.0123579502106, False, 0.0, 0, 0
478, 0.016420841217, False, 0.0, 0, 0
479, 0.0119550228119, False, 0.0, 0, 0
480, 0.0129590034485, False, 0.0, 0, 0
481, 0.0131669044495, False, 0.0, 0, 0
482, 0.0122029781342, False, 0.0, 0, 0
483, 0.0123369693756, False, 0.0, 0, 0
484, 0.0122940540314, False, 0.0, 0, 0
485, 0.012983083725, False, 0.0, 0, 0
486, 0.0126237869263, False, 0.0, 0, 0
487, 0.012885093689, False, 0.0, 0, 0
488, 0.0127711296082, False, 0.0, 0, 0
489, 0.0125608444214, False, 0.0, 0, 0
490, 0.0120120048523, False, 0.0, 0, 0
491, 0.0121278762817, False, 0.0, 0, 0
492, 0.0128028392792, False, 0.0, 0, 0
493, 0.0124289989471, False, 0.0, 0, 0
494, 0.0126180648804, False, 0.0, 0, 0
495, 0.0126440525055, False, 0.0, 0, 0
496, 0.0122740268707, False, 0.0, 0, 0
497, 0.0121519565582, False, 0.0, 0, 0
498, 0.0122168064117, False, 0.0, 0, 0
499, 0.0121028423309, False, 0.0, 0, 0
500, 0.0119671821594, False, 0.0, 0, 0
501, 0.0124418735504, False, 0.0, 0, 0
502, 0.0124189853668, False, 0.0, 0, 0
503, 0.0126979351044, False, 0.0, 0, 0
504, 0.0121350288391, False, 0.0, 0, 0
505, 0.0121641159058, False, 0.0, 0, 0
506, 0.0122489929199, False, 0.0, 0, 0
507, 0.0126709938049, False, 0.0, 0, 0
508, 0.0130081176758, False, 0.0, 0, 0
509, 0.0126171112061, False, 0.0, 0, 0
510, 0.0127220153809, False, 0.0, 0, 0
511, 0.0131590366364, False, 0.0, 0, 0
512, 0.0126450061798, False, 0.0, 0, 0
513, 0.0121669769287, False, 0.0, 0, 0
514, 0.0125150680542, False, 0.0, 0, 0
515, 0.0124359130859, False, 0.0, 0, 0
516, 0.0126969814301, False, 0.0, 0, 0
517, 0.0129070281982, False, 0.0, 0, 0
518, 0.0129079818726, False, 0.0, 0, 0
519, 0.0128960609436, False, 0.0, 0, 0
520, 0.0125510692596, False, 0.0, 0, 0
521, 0.0129020214081, False, 0.0, 0, 0
522, 0.013298034668, False, 0.0, 0, 0
523, 0.013288974762, False, 0.0, 0, 0
524, 0.0128161907196, False, 0.0, 0, 0
525, 0.0122950077057, False, 0.0, 0, 0
526, 0.012354850769, False, 0.0, 0, 0
527, 0.0131528377533, False, 0.0, 0, 0
528, 0.013473033905, False, 0.0, 0, 0
529, 0.0128149986267, False, 0.0, 0, 0
530, 0.0134289264679, False, 0.0, 0, 0
531, 0.0120031833649, False, 0.0, 0, 0
532, 0.0120711326599, False, 0.0, 0, 0
533, 0.0120680332184, False, 0.0, 0, 0
534, 0.0134198665619, False, 0.0, 0, 0
535, 0.012403011322, False, 0.0, 0, 0
536, 0.012925863266, False, 0.0, 0, 0
537, 0.0125019550323, False, 0.0, 0, 0
538, 0.0128700733185, False, 0.0, 0, 0
539, 0.0123128890991, False, 0.0, 0, 0
540, 0.012097120285, False, 0.0, 0, 0
541, 0.01247215271, False, 0.0, 0, 0
542, 0.0126459598541, False, 0.0, 0, 0
543, 0.0122098922729, False, 0.0, 0, 0
544, 0.0133030414581, False, 0.0, 0, 0
545, 0.0124890804291, False, 0.0, 0, 0
546, 0.0131828784943, False, 0.0, 0, 0
547, 0.0130679607391, False, 0.0, 0, 0
548, 0.0129179954529, False, 0.0, 0, 0
549, 0.0124781131744, False, 0.0, 0, 0
550, 0.0149350166321, False, 0.0, 0, 0
551, 0.0123209953308, False, 0.0, 0, 0
552, 0.0124878883362, False, 0.0, 0, 0
553, 0.0130298137665, False, 0.0, 0, 0
554, 0.0128779411316, False, 0.0, 0, 0
555, 0.0125210285187, False, 0.0, 0, 0
556, 0.0121529102325, False, 0.0, 0, 0
557, 0.0125560760498, False, 0.0, 0, 0
558, 0.0122489929199, False, 0.0, 0, 0
559, 0.0129079818726, False, 0.0, 0, 0
560, 0.0126619338989, False, 0.0, 0, 0
561, 0.0143668651581, False, 0.0, 0, 0
562, 0.0123369693756, False, 0.0, 0, 0
563, 0.0121560096741, False, 0.0, 0, 0
564, 0.0125529766083, False, 0.0, 0, 0
565, 0.0128290653229, False, 0.0, 0, 0
566, 0.0133991241455, False, 0.0, 0, 0
567, 0.0129351615906, False, 0.0, 0, 0
568, 0.0124440193176, False, 0.0, 0, 0
569, 0.012274980545, False, 0.0, 0, 0
570, 0.012256860733, False, 0.0, 0, 0
571, 0.0122380256653, False, 0.0, 0, 0
572, 0.0123219490051, False, 0.0, 0, 0
573, 0.0131731033325, False, 0.0, 0, 0
574, 0.0151078701019, False, 0.0, 0, 0
575, 0.0121359825134, False, 0.0, 0, 0
576, 0.0134370326996, False, 0.0, 0, 0
577, 0.0123951435089, False, 0.0, 0, 0
578, 0.0127379894257, False, 0.0, 0, 0
